"from","to","relation","date"
"44108335160","79896675585","SPOUSE","2005-07-04"
"79896675585","44108335160","SPOUSE","2005-07-04"
"39435162465","11505050733","SPOUSE","2010-07-10"
"11505050733","39435162465","SPOUSE","2010-07-10"
"27465866974","27071612874","SPOUSE","1997-10-17"
"27071612874","27465866974","SPOUSE","1997-10-17"
"96132199601","84347225124","SPOUSE","1992-01-27"
"84347225124","96132199601","SPOUSE","1992-01-27"
"87019080747","81032414241","SPOUSE","1974-09-20"
"81032414241","87019080747","SPOUSE","1974-09-20"
"37983067042","79765893594","PARENT","1991-07-18"
"79765893594","37983067042","OFFSPRING","1991-07-18"
"47045824674","53801986523","SIBLING","1994-01-02"
"53801986523","47045824674","SIBLING","1994-01-02"
"86038495808","70590275151","SPOUSE","1992-01-13"
"70590275151","86038495808","SPOUSE","1992-01-13"
"43778938301","56313256203","SIBLING","2004-11-04"
"56313256203","43778938301","SIBLING","2004-11-04"
"57196135497","19963498485","SIBLING","1970-04-20"
"19963498485","57196135497","SIBLING","1970-04-20"
"28503381423","48912255240","SIBLING","1983-04-08"
"48912255240","28503381423","SIBLING","1983-04-08"
"89201506572","61549179270","SPOUSE","2019-03-23"
"61549179270","89201506572","SPOUSE","2019-03-23"
"39400790717","14012998796","SIBLING","1982-06-09"
"14012998796","39400790717","SIBLING","1982-06-09"
"62539153299","14702149313","SPOUSE","1974-01-22"
"14702149313","62539153299","SPOUSE","1974-01-22"
"93463345364","31603151078","PARENT","1989-09-22"
"31603151078","93463345364","OFFSPRING","1989-09-22"
"13125366734","41734849671","SIBLING","1983-01-17"
"41734849671","13125366734","SIBLING","1983-01-17"
"60720626387","83024501507","SPOUSE","2002-06-09"
"83024501507","60720626387","SPOUSE","2002-06-09"
"43623645065","13420545439","SIBLING","2002-03-28"
"13420545439","43623645065","SIBLING","2002-03-28"
"25482166359","26225005601","SPOUSE","1988-03-01"
"26225005601","25482166359","SPOUSE","1988-03-01"
"31383486599","76409318527","PARENT","2011-01-24"
"76409318527","31383486599","OFFSPRING","2011-01-24"
"68266234959","66617447942","SIBLING","2004-03-07"
"66617447942","68266234959","SIBLING","2004-03-07"
"42861191308","39472607875","PARENT","2010-02-16"
"39472607875","42861191308","OFFSPRING","2010-02-16"
"69370040002","61552647695","SIBLING","1985-04-23"
"61552647695","69370040002","SIBLING","1985-04-23"
"43912662923","73759778097","SIBLING","1980-11-01"
"73759778097","43912662923","SIBLING","1980-11-01"
"86324729140","23809875983","SIBLING","1977-09-14"
"23809875983","86324729140","SIBLING","1977-09-14"
"34405622719","36410351949","SPOUSE","1971-07-11"
"36410351949","34405622719","SPOUSE","1971-07-11"
"34468791138","70083854109","SPOUSE","2008-05-19"
"70083854109","34468791138","SPOUSE","2008-05-19"
"26197245844","74861970865","SPOUSE","1973-09-02"
"74861970865","26197245844","SPOUSE","1973-09-02"
"41314823581","88189602242","SPOUSE","2006-06-08"
"88189602242","41314823581","SPOUSE","2006-06-08"
"30745596309","45915799038","PARENT","1982-12-24"
"45915799038","30745596309","OFFSPRING","1982-12-24"
"75978770233","96667022451","PARENT","1980-09-23"
"96667022451","75978770233","OFFSPRING","1980-09-23"
"12700557701","77737183147","SPOUSE","2017-01-01"
"77737183147","12700557701","SPOUSE","2017-01-01"
"41483740014","48904058127","PARENT","2018-01-20"
"48904058127","41483740014","OFFSPRING","2018-01-20"
"54930528248","68453559506","PARENT","1979-02-20"
"68453559506","54930528248","OFFSPRING","1979-02-20"
"46282175380","80268455600","SPOUSE","1995-05-04"
"80268455600","46282175380","SPOUSE","1995-05-04"
"79567899103","95741169573","PARENT","1988-01-04"
"95741169573","79567899103","OFFSPRING","1988-01-04"
"89138373156","83430890693","PARENT","1983-01-24"
"83430890693","89138373156","OFFSPRING","1983-01-24"
"84620036684","65174487384","PARENT","1997-07-20"
"65174487384","84620036684","OFFSPRING","1997-07-20"
"52540850793","21678139366","SPOUSE","1974-04-23"
"21678139366","52540850793","SPOUSE","1974-04-23"
"53207202565","92366795984","SPOUSE","2002-07-15"
"92366795984","53207202565","SPOUSE","2002-07-15"
"13965958220","23300576510","PARENT","1983-06-15"
"23300576510","13965958220","OFFSPRING","1983-06-15"
"26920979723","68981680241","SPOUSE","1980-12-06"
"68981680241","26920979723","SPOUSE","1980-12-06"
"84973953591","91945392375","SPOUSE","1973-11-03"
"91945392375","84973953591","SPOUSE","1973-11-03"
"68499646326","54897498541","SIBLING","2000-03-11"
"54897498541","68499646326","SIBLING","2000-03-11"
"11835777041","12532144442","PARENT","1971-12-03"
"12532144442","11835777041","OFFSPRING","1971-12-03"
"39927657992","73448981047","SIBLING","1999-01-22"
"73448981047","39927657992","SIBLING","1999-01-22"
"60520555833","87600323231","SPOUSE","1984-12-05"
"87600323231","60520555833","SPOUSE","1984-12-05"
"84431742484","32183200212","PARENT","2012-04-08"
"32183200212","84431742484","OFFSPRING","2012-04-08"
"73071869573","33619255798","SIBLING","1972-09-30"
"33619255798","73071869573","SIBLING","1972-09-30"
"43178501168","31178858533","PARENT","2013-04-01"
"31178858533","43178501168","OFFSPRING","2013-04-01"
"25033282391","98775860027","PARENT","1997-04-07"
"98775860027","25033282391","OFFSPRING","1997-04-07"
"57538613335","72604738332","SPOUSE","2010-05-27"
"72604738332","57538613335","SPOUSE","2010-05-27"
"57832847608","94459149228","SPOUSE","1984-11-12"
"94459149228","57832847608","SPOUSE","1984-11-12"
"69425069800","17762532700","SPOUSE","1996-11-23"
"17762532700","69425069800","SPOUSE","1996-11-23"
"55887109716","89000189411","PARENT","1984-12-02"
"89000189411","55887109716","OFFSPRING","1984-12-02"
"57002986130","26724820898","PARENT","1988-11-27"
"26724820898","57002986130","OFFSPRING","1988-11-27"
"73639068391","41749870410","PARENT","1973-08-02"
"41749870410","73639068391","OFFSPRING","1973-08-02"
"48056751016","64072049803","SIBLING","1988-02-14"
"64072049803","48056751016","SIBLING","1988-02-14"
"44072893998","83136765369","PARENT","2014-08-03"
"83136765369","44072893998","OFFSPRING","2014-08-03"
"63622277144","36230612373","PARENT","1984-04-20"
"36230612373","63622277144","OFFSPRING","1984-04-20"
"76608470669","84331263488","SPOUSE","2017-04-18"
"84331263488","76608470669","SPOUSE","2017-04-18"
"14637193907","23521346531","PARENT","1997-02-28"
"23521346531","14637193907","OFFSPRING","1997-02-28"
"68474551800","99823345787","SIBLING","1973-08-02"
"99823345787","68474551800","SIBLING","1973-08-02"
"47329130401","67221907807","SPOUSE","1999-01-06"
"67221907807","47329130401","SPOUSE","1999-01-06"
"91920716048","71547991272","PARENT","2000-04-20"
"71547991272","91920716048","OFFSPRING","2000-04-20"
"50789923791","56331602861","SPOUSE","1993-03-20"
"56331602861","50789923791","SPOUSE","1993-03-20"
"93521750970","51594888826","SIBLING","2019-08-07"
"51594888826","93521750970","SIBLING","2019-08-07"
"38522937277","25502963563","SPOUSE","2004-11-18"
"25502963563","38522937277","SPOUSE","2004-11-18"
"30827331491","75747715293","SIBLING","1971-07-11"
"75747715293","30827331491","SIBLING","1971-07-11"
"39586348068","36525437447","SIBLING","2015-07-10"
"36525437447","39586348068","SIBLING","2015-07-10"
"19507014379","52310056360","SIBLING","1993-06-18"
"52310056360","19507014379","SIBLING","1993-06-18"
"79288493425","43230331368","SIBLING","2012-08-06"
"43230331368","79288493425","SIBLING","2012-08-06"
"24177878624","75131110740","SPOUSE","1993-12-01"
"75131110740","24177878624","SPOUSE","1993-12-01"
"88264292518","89094396285","PARENT","1977-09-16"
"89094396285","88264292518","OFFSPRING","1977-09-16"
"78187113188","98181802468","SIBLING","2006-03-04"
"98181802468","78187113188","SIBLING","2006-03-04"
"91669402703","87578408707","SIBLING","2013-12-14"
"87578408707","91669402703","SIBLING","2013-12-14"
"79075104247","51376660713","SPOUSE","1992-06-05"
"51376660713","79075104247","SPOUSE","1992-06-05"
"25930237438","12532144442","SIBLING","1987-08-16"
"12532144442","25930237438","SIBLING","1987-08-16"
"73202507098","97031288957","PARENT","1986-12-17"
"97031288957","73202507098","OFFSPRING","1986-12-17"
"44462680644","83229680412","SIBLING","2005-07-06"
"83229680412","44462680644","SIBLING","2005-07-06"
"70063212261","91116561431","PARENT","1981-01-12"
"91116561431","70063212261","OFFSPRING","1981-01-12"
"68453559506","57370687237","SPOUSE","1977-04-01"
"57370687237","68453559506","SPOUSE","1977-04-01"
"51051498222","14348922969","PARENT","1995-04-27"
"14348922969","51051498222","OFFSPRING","1995-04-27"
"71058569090","32346356658","SPOUSE","2012-03-08"
"32346356658","71058569090","SPOUSE","2012-03-08"
"81985322743","31603151078","SIBLING","2004-08-24"
"31603151078","81985322743","SIBLING","2004-08-24"
"65265971408","28221004736","PARENT","2002-06-04"
"28221004736","65265971408","OFFSPRING","2002-06-04"
"72091808539","39472607875","PARENT","2015-11-23"
"39472607875","72091808539","OFFSPRING","2015-11-23"
"17470931752","60154055843","PARENT","2001-02-19"
"60154055843","17470931752","OFFSPRING","2001-02-19"
"60191613484","60797394964","SIBLING","2015-08-07"
"60797394964","60191613484","SIBLING","2015-08-07"
"33742558189","41127375646","SIBLING","1971-07-29"
"41127375646","33742558189","SIBLING","1971-07-29"
"42861191308","55887109716","PARENT","2016-08-05"
"55887109716","42861191308","OFFSPRING","2016-08-05"
"56643986868","42932908114","SPOUSE","1990-11-26"
"42932908114","56643986868","SPOUSE","1990-11-26"
"86938774800","68511805506","PARENT","2005-06-27"
"68511805506","86938774800","OFFSPRING","2005-06-27"
"13144932110","25942829956","SPOUSE","2015-05-31"
"25942829956","13144932110","SPOUSE","2015-05-31"
"29933896335","47509341400","PARENT","2019-10-27"
"47509341400","29933896335","OFFSPRING","2019-10-27"
"91013226885","20343908213","SIBLING","1984-10-11"
"20343908213","91013226885","SIBLING","1984-10-11"
"57233228242","96623741477","PARENT","1982-02-25"
"96623741477","57233228242","OFFSPRING","1982-02-25"
"91182905929","20249793614","SIBLING","2009-08-30"
"20249793614","91182905929","SIBLING","2009-08-30"
"56547924608","75532985023","SPOUSE","1979-11-22"
"75532985023","56547924608","SPOUSE","1979-11-22"
"29425325452","16184306656","SPOUSE","1976-01-10"
"16184306656","29425325452","SPOUSE","1976-01-10"
"94717718790","90389412838","PARENT","1980-01-16"
"90389412838","94717718790","OFFSPRING","1980-01-16"
"95780863605","54052007137","SPOUSE","1982-04-15"
"54052007137","95780863605","SPOUSE","1982-04-15"
"96563055821","30032273063","PARENT","2015-05-22"
"30032273063","96563055821","OFFSPRING","2015-05-22"
"49488889763","81680580109","PARENT","1984-04-02"
"81680580109","49488889763","OFFSPRING","1984-04-02"
"80236587905","22660001995","SIBLING","2009-01-28"
"22660001995","80236587905","SIBLING","2009-01-28"
"46367805892","59185786381","PARENT","2011-10-27"
"59185786381","46367805892","OFFSPRING","2011-10-27"
"48473615093","21317342607","SPOUSE","1974-08-03"
"21317342607","48473615093","SPOUSE","1974-08-03"
"91418570654","76540852364","SIBLING","2006-12-22"
"76540852364","91418570654","SIBLING","2006-12-22"
"96772709693","97723836496","PARENT","2002-12-09"
"97723836496","96772709693","OFFSPRING","2002-12-09"
"80184259842","20243075748","SIBLING","1995-03-13"
"20243075748","80184259842","SIBLING","1995-03-13"
"25434806578","91192789806","SIBLING","2000-06-03"
"91192789806","25434806578","SIBLING","2000-06-03"
"17255362770","59245777262","SPOUSE","1983-06-03"
"59245777262","17255362770","SPOUSE","1983-06-03"
"61828644630","97966473538","SIBLING","1980-03-14"
"97966473538","61828644630","SIBLING","1980-03-14"
"50002118244","85744753167","SPOUSE","2018-06-14"
"85744753167","50002118244","SPOUSE","2018-06-14"
"45166526994","28340699051","PARENT","1987-12-24"
"28340699051","45166526994","OFFSPRING","1987-12-24"
"12327875831","47018264526","SPOUSE","1992-11-06"
"47018264526","12327875831","SPOUSE","1992-11-06"
"96221164957","58277900966","PARENT","1981-01-28"
"58277900966","96221164957","OFFSPRING","1981-01-28"
"81334712777","84393689920","SIBLING","2014-11-30"
"84393689920","81334712777","SIBLING","2014-11-30"
"24966490751","12548111271","PARENT","2011-11-30"
"12548111271","24966490751","OFFSPRING","2011-11-30"
"82989553099","38095574656","SPOUSE","1995-05-20"
"38095574656","82989553099","SPOUSE","1995-05-20"
"59749890438","31220760809","SIBLING","1993-07-21"
"31220760809","59749890438","SIBLING","1993-07-21"
"86167168906","80297582095","PARENT","2017-09-28"
"80297582095","86167168906","OFFSPRING","2017-09-28"
"75389116069","69338486941","SPOUSE","1996-04-14"
"69338486941","75389116069","SPOUSE","1996-04-14"
"88615282482","91198980933","SPOUSE","2002-08-21"
"91198980933","88615282482","SPOUSE","2002-08-21"
"70321193007","71967240259","SIBLING","1973-04-08"
"71967240259","70321193007","SIBLING","1973-04-08"
"23980950034","57422303422","SPOUSE","2002-01-24"
"57422303422","23980950034","SPOUSE","2002-01-24"
"69255715978","38996675251","PARENT","2004-05-25"
"38996675251","69255715978","OFFSPRING","2004-05-25"
"74497123068","53347213922","SPOUSE","2015-02-12"
"53347213922","74497123068","SPOUSE","2015-02-12"
"65032197865","69695000437","PARENT","1999-12-02"
"69695000437","65032197865","OFFSPRING","1999-12-02"
"93555055298","72642968326","SPOUSE","2019-03-06"
"72642968326","93555055298","SPOUSE","2019-03-06"
"94779067360","58462149135","SPOUSE","1980-10-07"
"58462149135","94779067360","SPOUSE","1980-10-07"
"81753574651","56039835587","PARENT","1989-11-01"
"56039835587","81753574651","OFFSPRING","1989-11-01"
"43136054264","16809506536","SPOUSE","2012-11-23"
"16809506536","43136054264","SPOUSE","2012-11-23"
"52141138133","79928905462","PARENT","2011-01-30"
"79928905462","52141138133","OFFSPRING","2011-01-30"
"30182710043","17558618828","PARENT","1974-01-19"
"17558618828","30182710043","OFFSPRING","1974-01-19"
"31118871087","66345946331","SIBLING","1981-06-04"
"66345946331","31118871087","SIBLING","1981-06-04"
"70644878638","99622976061","SPOUSE","1992-02-09"
"99622976061","70644878638","SPOUSE","1992-02-09"
"86049575720","97119205607","SPOUSE","1990-12-18"
"97119205607","86049575720","SPOUSE","1990-12-18"
"31866123279","78817897936","SIBLING","2005-11-15"
"78817897936","31866123279","SIBLING","2005-11-15"
"65078123482","13210216422","SPOUSE","1997-10-19"
"13210216422","65078123482","SPOUSE","1997-10-19"
"14913338584","12824854251","SIBLING","1973-02-26"
"12824854251","14913338584","SIBLING","1973-02-26"
"57936007666","48219943271","SIBLING","1978-10-10"
"48219943271","57936007666","SIBLING","1978-10-10"
"80542901386","60777646072","SIBLING","1997-08-23"
"60777646072","80542901386","SIBLING","1997-08-23"
"88134943843","45962554237","SPOUSE","2003-12-14"
"45962554237","88134943843","SPOUSE","2003-12-14"
"27510408540","83024937267","SIBLING","2006-11-06"
"83024937267","27510408540","SIBLING","2006-11-06"
"65265971408","46672953339","PARENT","1989-03-24"
"46672953339","65265971408","OFFSPRING","1989-03-24"
"61056687330","95016176245","SPOUSE","1984-01-11"
"95016176245","61056687330","SPOUSE","1984-01-11"
"70898526818","29216663769","SPOUSE","2005-06-23"
"29216663769","70898526818","SPOUSE","2005-06-23"
"41383643837","20399226042","SIBLING","2003-03-29"
"20399226042","41383643837","SIBLING","2003-03-29"
"91421170801","46538194655","PARENT","2014-08-24"
"46538194655","91421170801","OFFSPRING","2014-08-24"
"14398489216","60934415647","SIBLING","1996-03-31"
"60934415647","14398489216","SIBLING","1996-03-31"
"76626827946","24331618393","SPOUSE","2008-12-06"
"24331618393","76626827946","SPOUSE","2008-12-06"
"15348239703","44286343345","SIBLING","1974-05-19"
"44286343345","15348239703","SIBLING","1974-05-19"
"27626785706","46568520572","SIBLING","2017-06-02"
"46568520572","27626785706","SIBLING","2017-06-02"
"34594642660","80057220028","PARENT","1983-10-31"
"80057220028","34594642660","OFFSPRING","1983-10-31"
"12845145533","41041441463","SIBLING","1998-12-02"
"41041441463","12845145533","SIBLING","1998-12-02"
"86270233850","24083403818","PARENT","1994-04-06"
"24083403818","86270233850","OFFSPRING","1994-04-06"
"53307463823","77567046326","SIBLING","2017-06-05"
"77567046326","53307463823","SIBLING","2017-06-05"
"37568994406","25708725781","SPOUSE","2009-06-20"
"25708725781","37568994406","SPOUSE","2009-06-20"
"49712320981","24086344289","SIBLING","2006-08-04"
"24086344289","49712320981","SIBLING","2006-08-04"
"60044812482","87949148416","SPOUSE","2009-01-15"
"87949148416","60044812482","SPOUSE","2009-01-15"
"48044732732","42013591092","SPOUSE","1992-03-17"
"42013591092","48044732732","SPOUSE","1992-03-17"
"10875505008","42076029651","PARENT","1981-09-13"
"42076029651","10875505008","OFFSPRING","1981-09-13"
"30785746143","48701486249","SIBLING","2004-12-11"
"48701486249","30785746143","SIBLING","2004-12-11"
"26197245844","82186565078","SIBLING","2004-10-21"
"82186565078","26197245844","SIBLING","2004-10-21"
"42544709063","34728740572","SIBLING","2008-04-03"
"34728740572","42544709063","SIBLING","2008-04-03"
"68266234959","27352729125","SPOUSE","1994-01-12"
"27352729125","68266234959","SPOUSE","1994-01-12"
"59900584791","78108325399","SPOUSE","1972-05-30"
"78108325399","59900584791","SPOUSE","1972-05-30"
"75076133612","80361032093","SPOUSE","1976-06-19"
"80361032093","75076133612","SPOUSE","1976-06-19"
"45878388435","44454747632","SIBLING","2017-10-06"
"44454747632","45878388435","SIBLING","2017-10-06"
"84347225124","28054989858","SPOUSE","1994-12-16"
"28054989858","84347225124","SPOUSE","1994-12-16"
"58362585977","80099789252","SPOUSE","1978-09-22"
"80099789252","58362585977","SPOUSE","1978-09-22"
"89980358661","72338558961","SIBLING","1989-01-24"
"72338558961","89980358661","SIBLING","1989-01-24"
"35793406760","40029975722","SPOUSE","2001-10-31"
"40029975722","35793406760","SPOUSE","2001-10-31"
"18428059332","87731014346","PARENT","2001-05-03"
"87731014346","18428059332","OFFSPRING","2001-05-03"
"18643512704","24397096821","PARENT","2009-09-10"
"24397096821","18643512704","OFFSPRING","2009-09-10"
"19672086113","26287749378","SPOUSE","1989-03-05"
"26287749378","19672086113","SPOUSE","1989-03-05"
