"from","to","transaction_id","date","amount"
"720492","159656","450067","1974-12-05","437981000"
"769499","572011","116781","1987-03-18","421283000"
"513794","593702","133896","1994-10-11","194306000"
"885228","503353","331957","1996-04-13","749086000"
"729846","170488","645888","1989-11-10","576805000"
"283107","264775","414006","1983-03-18","609692000"
"122843","473753","650754","1989-11-05","494784000"
"164789","972351","666278","1972-04-16","168358000"
"788643","310884","580249","1980-12-26","377585000"
"350619","824158","419740","1997-09-02","792418000"
"102463","933340","354770","2014-11-24","921604000"
"186448","712001","197039","2008-05-31","430213000"
"390391","966178","220802","1996-11-14","128355000"
"214863","921910","439570","1994-12-10","353553000"
"232079","228002","543550","1999-04-21","735163000"
"202891","651318","683053","1992-04-05","829322000"
"283134","712639","355028","1981-10-10","249902000"
"127814","533429","395854","2002-10-19","505031000"
"505615","472377","820899","2015-08-07","604550000"
"151171","408650","507139","2017-01-02","890311000"
"113184","520217","278032","2003-09-13","670882000"
"754590","463766","947647","1977-08-20","127778000"
"864606","907367","581245","2002-01-01","774714000"
"428722","696242","927496","2002-04-30","799899000"
"768389","961439","591894","1972-11-25","551920000"
"185372","421038","264361","2003-06-24","183412000"
"486218","455578","454247","1998-08-07","944473000"
"173742","423626","210498","2003-01-26","260337000"
"108394","366801","639957","1987-07-16","690338000"
"893072","375958","156867","2001-12-22","695058000"
"226272","190379","346298","1980-02-24","77130000"
"201277","228114","790509","1996-11-13","360293000"
"994365","226654","202576","2004-03-15","44354000"
"848597","993448","414698","1986-05-14","780514000"
"515848","409568","789936","2014-02-23","147882000"
"205714","993348","214303","1979-02-08","935905000"
"297263","728558","735616","1991-10-06","978851000"
"586186","834163","345445","1986-07-27","26512000"
"305744","772553","754730","2009-09-07","371669000"
"618252","523745","246181","2019-10-31","927856000"
"608846","881282","677402","2003-08-17","604849000"
"577120","880615","952779","1999-07-09","389332000"
"832757","729803","531627","2016-02-26","365368000"
"157504","692995","845718","1972-11-26","95962000"
"181890","909247","665281","1997-04-28","977410000"
"954817","948304","192860","2004-07-07","428800000"
"548160","880670","103144","2010-11-07","647987000"
"195312","897148","326736","2004-09-09","87939000"
"520183","439859","733825","2009-03-23","747470000"
"516222","368141","188836","2000-12-14","283098000"
"676571","375472","674699","1976-04-25","177530000"
"844137","479465","829543","2011-10-07","863774000"
"928787","902876","804133","2010-08-16","125659000"
"968657","792971","240461","2005-05-12","293099000"
"249003","578649","930994","2002-07-06","537542000"
"562971","382432","738180","2009-10-01","327697000"
"104584","601953","633146","1972-11-23","499297000"
"896978","706298","256706","2018-04-19","775162000"
"704068","362304","670954","1976-05-02","826517000"
"702137","966608","332571","1987-03-08","257180000"
"863409","621978","301864","1974-05-31","195170000"
"888391","934755","212210","1976-02-01","741045000"
"357050","429586","521607","1990-08-29","684680000"
"185511","373661","580220","1981-07-16","377610000"
"490261","583652","770561","1970-11-30","892229000"
"749875","925698","502630","1982-03-26","519259000"
"346776","459317","707044","2001-10-29","195464000"
"248490","655242","827259","2000-06-30","983184000"
"168424","605650","946120","1977-07-03","379849000"
"411591","680827","458436","1970-12-31","663938000"
"375271","934670","791324","1976-09-18","837731000"
"959954","169335","576287","1983-09-08","617280000"
"803014","424382","296076","1981-05-13","58992000"
"341874","776533","971339","2015-01-31","376648000"
"106785","434863","269444","1998-02-19","158802000"
"747181","837626","190146","2003-10-19","95318000"
"199744","426990","568436","2013-01-18","351723000"
"941843","858564","591045","2014-01-03","975395000"
"642132","754391","870241","1999-09-22","550773000"
"696947","580811","277176","1984-11-25","179589000"
"586359","143482","926443","1993-05-04","424729000"
"305744","943157","337558","1972-08-08","39694000"
"537245","257364","436136","1979-11-26","836066000"
"321837","774883","319908","1994-11-24","237654000"
"885465","186455","552685","2018-03-14","824530000"
"847781","726026","432104","1972-11-06","74242000"
"445099","615303","818773","1987-09-04","974101000"
"529588","325206","463081","2005-07-04","369323000"
"697668","474916","209570","1979-02-11","750328000"
"202375","156717","244808","2011-02-04","460575000"
"341311","657346","271259","1999-03-29","576808000"
"486118","909703","396008","1979-06-10","880667000"
"570973","986845","511311","2019-03-29","960941000"
"219054","265168","821532","2002-05-04","765644000"
"539536","375271","522561","1991-12-08","137228000"
"862577","489000","277177","1974-03-17","699463000"
"688968","839205","461100","1980-04-13","797145000"
"707545","650921","312856","1980-08-14","531387000"
"108522","526389","257007","2003-04-23","696929000"
"303501","820581","419293","1989-06-06","509554000"
"141198","920337","298395","2006-04-04","330123000"
"903574","441814","234648","1988-12-30","671874000"
"767328","231984","247944","1996-12-02","830571000"
"304781","308767","789683","2001-03-03","999371000"
"445030","878081","419289","2007-12-17","693550000"
"779134","239399","642164","1987-10-06","210091000"
"956654","660657","276969","2007-11-30","469994000"
"709063","357680","549127","2010-05-17","146186000"
"257847","180298","168028","1983-12-22","115485000"
"938246","216839","442004","1972-09-10","453882000"
"423501","404731","363349","2013-08-10","169324000"
"944471","839184","391877","1970-01-10","421720000"
"771653","917069","717125","2017-02-03","431114000"
"742039","779134","309661","2003-10-20","229730000"
"761103","611440","868455","1992-11-16","327634000"
"365178","345076","536415","1993-03-10","268857000"
"533837","879823","882964","2014-07-30","781943000"
"463832","610348","154771","1994-06-18","529921000"
"120332","659758","899433","2007-07-26","902104000"
"896673","327050","656836","2012-04-30","61734000"
"116792","987799","226350","1998-06-20","888970000"
"560342","559035","356966","1972-01-02","977129000"
"544956","368275","638564","1974-11-20","614699000"
"120718","454261","231219","1991-04-24","749245000"
"165613","921605","727199","2012-07-28","810931000"
"390391","752134","786086","2011-09-21","187579000"
"855800","925241","498425","1999-03-29","937867000"
"453275","480773","440343","2013-12-23","585816000"
"481972","717327","836298","2011-05-28","121290000"
"227064","204781","996588","1981-08-26","261450000"
"428041","377817","161850","1988-03-26","903309000"
"151171","725041","860876","2011-06-08","797771000"
"656232","386913","720658","1990-06-23","275355000"
"324247","285201","858251","1977-11-02","211575000"
"133412","365431","858172","2011-02-18","570437000"
"403156","521248","988008","1973-04-27","560106000"
"464406","348676","730368","1992-02-07","308473000"
"510865","213739","112271","1994-03-22","74448000"
"304808","131665","716522","2010-03-25","814021000"
"398973","346732","321420","2003-05-24","89576000"
"251583","688151","243428","1976-08-11","338152000"
"683683","120718","248736","1979-09-15","616598000"
"124449","545948","738176","1982-08-07","975519000"
"880615","314349","456530","2000-07-17","648639000"
"384336","163023","181650","1986-05-07","401943000"
"897932","259017","527607","2002-04-20","817240000"
"288938","331925","857895","1992-12-16","600993000"
"471301","486581","344846","1988-06-22","459212000"
"215716","769777","158703","2004-11-05","843009000"
"930019","577681","984257","1982-06-30","489457000"
"855560","996121","615061","2009-01-25","239291000"
"308641","486155","839195","2002-07-03","337869000"
"192916","266983","812968","2013-04-24","507490000"
"359341","802911","784787","2007-10-07","635752000"
"887757","655104","791521","2017-01-14","789439000"
"870484","639074","495393","1991-11-07","725909000"
"617742","613492","887189","2018-01-19","693274000"
"739536","168447","788604","2005-01-09","661015000"
"806202","747720","297193","1992-02-22","305655000"
"725050","819219","553394","1983-11-12","549876000"
"466488","422074","254864","1971-04-24","721339000"
"730922","215351","795313","1974-07-22","834227000"
"794102","882731","609377","2014-08-16","993732000"
"798408","265243","359727","2001-12-27","226179000"
"464406","371383","469956","2007-06-15","112267000"
"722448","879002","384120","1973-04-02","44659000"
"938703","391929","783250","2002-04-29","179336000"
"348835","619787","914568","1993-06-02","958789000"
"788546","218110","308057","2008-10-12","960691000"
"815699","758602","224680","1984-07-23","615912000"
"929716","450115","551227","2011-11-05","269423000"
"963757","602199","483196","1974-12-14","876391000"
"953158","560765","582645","1984-03-10","883718000"
"516906","509148","898919","1975-09-10","271807000"
"689058","103175","362728","1973-07-08","92317000"
"481493","239123","730025","2017-09-01","308478000"
"242933","571166","492505","1998-05-30","560064000"
"235609","106785","386581","2011-02-03","452856000"
"785164","635126","427730","1977-09-22","501327000"
"337905","713765","997336","1986-09-28","563772000"
"452103","395708","243262","2008-08-26","875589000"
"314509","234030","763528","1973-03-17","419924000"
"912644","483946","306482","1994-01-14","379381000"
"387796","921299","530584","1973-10-06","309569000"
"900316","571166","834186","2017-04-01","300650000"
"479842","368275","697869","1972-02-16","868486000"
"982103","267190","196832","1982-08-11","445001000"
"854483","845028","830716","1974-06-09","420602000"
"532827","277993","974137","2009-10-04","903618000"
"513781","183359","666871","1987-04-17","474005000"
"511473","552838","335774","1996-09-01","148138000"
"679573","863331","369600","1999-06-06","742288000"
"650803","757292","779685","1978-08-29","787207000"
"431201","893237","473313","2014-02-17","546373000"
"526389","462663","376701","2011-11-10","160425000"
"648674","954818","414807","1982-04-10","116558000"
"323760","568901","724203","1991-04-12","548939000"
"598831","840061","869005","2015-06-01","48068000"
"375472","895885","605459","1985-11-04","984306000"
"503690","384380","687529","1986-12-23","416652000"
"620179","372085","139955","1970-04-01","181805000"
"943182","328317","963010","2009-02-16","284402000"
"870500","468888","962126","2008-03-16","13686000"
"123393","169829","598673","1971-10-11","842273000"
"187581","395728","355250","1980-10-14","697985000"
"797053","870906","166038","2008-06-06","13927000"
"334142","232079","256126","1995-11-26","66775000"
"785432","495851","228391","1985-07-11","661684000"
"725531","707865","321288","1994-09-01","271568000"
"883470","248748","641208","1991-03-26","663243000"
"721029","727038","706225","2008-01-08","729882000"
"175407","575623","686042","2009-10-31","892785000"
"315096","133643","139117","1990-01-20","269279000"
"945032","689058","938814","1999-03-06","528609000"
"408042","771428","350991","1999-05-25","663567000"
"237991","377333","953939","1995-02-12","958786000"
"839326","553103","937654","1990-12-21","646639000"
"796707","936775","334562","2016-11-28","874308000"
"450604","297352","851931","1977-03-03","388503000"
"130998","408369","425909","1997-10-21","385452000"
"530073","282878","958191","2015-05-16","191725000"
"883278","323760","199464","2004-01-28","557081000"
"380535","989083","296901","1999-10-08","104850000"
"887560","538838","431856","2012-07-22","270196000"
"945826","918546","807583","1987-04-22","905168000"
"892253","122923","538475","2005-10-19","666432000"
"559440","144699","924036","1994-08-16","240740000"
"381382","854044","773449","2003-08-16","366354000"
"883354","834868","786933","2004-06-22","829040000"
"403202","961953","607510","1988-12-29","875964000"
"345161","672843","301562","2020-01-12","753790000"
"716390","968608","327760","1993-02-09","510849000"
"215104","263182","950604","1976-06-27","99819000"
"652912","915182","776391","2013-01-16","858912000"
"599664","142892","978934","1983-07-19","100752000"
"794882","605453","993107","1988-08-27","538667000"
"268598","108522","153088","2011-06-14","484320000"
"306805","553814","265643","1979-09-16","621852000"
"647194","962241","181285","1978-06-26","302176000"
"450115","525265","951272","2018-01-01","664456000"
"619767","124552","219278","1974-12-08","660941000"
"871796","601274","157751","2015-01-05","896637000"
"466130","814185","236660","1981-04-15","54585000"
"745772","974156","582138","2004-02-29","131860000"
"599664","665506","248970","1977-08-06","435218000"
"467128","233744","810839","1991-12-21","446933000"
"913174","113715","394691","1998-04-27","11059000"
"829441","451797","200062","1970-09-16","77656000"
"797097","711494","201196","2009-07-30","719877000"
"769196","108520","185686","2011-03-03","353494000"
"189611","257490","153200","2019-08-17","612864000"
"821333","180123","900517","2012-11-29","589202000"
"421609","793857","322743","1976-12-11","323910000"
"407423","281215","870367","1975-10-29","440722000"
"980421","472011","323781","1997-12-13","789763000"
"276912","398527","565415","2006-09-15","365658000"
"286543","918520","130917","2013-03-15","66881000"
"964113","383776","696285","1977-12-27","65304000"
"983684","352692","925625","1984-08-03","342380000"
"447597","673295","420790","1975-09-22","273274000"
"903646","366878","867369","1997-07-18","577908000"
"610098","639340","982458","1976-05-30","63772000"
"232974","828065","686911","1989-11-04","196179000"
"276793","532254","805444","2019-01-22","346388000"
"756290","668456","971013","2001-03-19","962317000"
"670345","905611","447752","1986-10-16","511960000"
"337390","726285","912314","2012-12-01","839986000"
"446859","302186","595912","2009-06-19","246755000"
"350619","543883","309287","1981-06-01","283245000"
"823642","398439","794495","2019-01-06","879499000"
"966608","798305","411941","1980-08-02","344113000"
"238414","988639","703999","1970-09-28","448264000"
"709622","519547","777136","1970-07-31","542950000"
"540628","927497","110086","2002-05-29","653092000"
"699813","717465","797569","1977-12-01","591611000"
"337145","337870","532010","1980-04-18","763770000"
"977348","640715","897825","2009-06-24","346072000"
"286224","233160","194902","2013-05-21","86272000"
"806146","858191","680410","1997-04-27","839071000"
"981015","749076","526772","1978-10-02","292487000"
"138803","992668","817447","2015-12-09","456925000"
"746207","860561","382755","1975-09-22","292599000"
"744157","661490","630567","2012-06-03","232043000"
"399125","836788","396923","2019-07-24","154607000"
"584620","917758","875159","1997-01-11","238766000"
"249651","444543","704388","1990-09-17","362610000"
"299047","607586","442267","2003-01-16","928012000"
"772255","922048","228255","1996-10-24","290692000"
"307226","455539","411605","2006-01-16","148070000"
"442359","946965","114514","1972-05-04","908207000"
"604705","518044","380789","1984-05-19","826985000"
"420228","321821","172340","1985-11-29","925327000"
"442211","506365","806947","2011-04-06","115058000"
"815445","844137","310124","1995-02-14","837180000"
"905762","409568","327386","2003-05-19","649842000"
"946126","419435","148625","1977-07-24","765919000"
"256367","484006","968388","1997-07-12","953662000"
"798822","146326","382658","1991-04-22","187791000"
"291256","517246","966988","1979-11-03","142321000"
"738297","790449","933928","2011-11-23","994298000"
"739123","374885","847085","2004-01-06","607358000"
"333465","739939","857607","1990-02-17","757503000"
"250422","110937","962633","1985-01-14","465603000"
"170488","428614","958293","1988-12-28","410310000"
"278303","957300","933206","2001-04-21","467851000"
"311352","553016","732321","1981-03-11","566369000"
"801820","830484","599988","1998-07-09","521135000"
"163123","912310","845537","1981-01-19","349637000"
"288737","243512","629194","1984-09-17","652981000"
"435567","629693","254040","1993-05-16","794516000"
"503075","421987","128725","2011-07-02","98045000"
"145499","264491","262789","2003-08-25","708509000"
"989885","705890","754965","1989-04-04","869096000"
"716050","241119","548442","1997-06-11","753652000"
"782864","210385","645107","1986-03-31","928719000"
"689384","421261","199747","1974-08-14","772953000"
"649249","244840","695803","2011-02-09","462458000"
"374561","931849","942431","1971-09-29","295273000"
"758695","398439","646647","1988-01-08","292902000"
"473964","105652","245581","1986-04-09","227771000"
"220205","311376","509953","1980-07-14","298951000"
"580510","131204","398481","2006-07-04","877973000"
"281831","590575","907003","1985-09-16","462902000"
"372655","102977","722693","1995-01-05","866149000"
"585540","189315","125704","1991-12-21","717836000"
"812048","610535","445552","1993-09-10","239528000"
"944110","325294","768003","2007-10-05","725181000"
"298648","616135","574046","2004-01-05","42098000"
"916172","394428","842249","1970-09-17","349560000"
"825100","280493","144437","2016-05-17","400265000"
"837556","702136","651760","1992-03-18","853772000"
"246952","464654","800471","1975-06-18","711249000"
"472925","982808","372926","1980-11-08","9556000"
"668026","996575","726416","2008-03-15","744545000"
"828245","989750","903281","1973-12-03","890978000"
"259683","154938","892470","1983-09-10","879488000"
"157861","543136","698528","2008-02-18","235775000"
"896504","125876","409541","2007-01-29","49467000"
"687289","737091","243224","2011-06-11","5065000"
"395386","397203","303613","1998-09-18","938357000"
"232613","321808","568498","2002-09-28","373795000"
"554078","842597","515769","1982-11-12","916882000"
"402265","460020","367291","1990-09-27","722806000"
"584928","791660","268938","2006-05-30","902208000"
"447282","476875","941076","2007-10-05","204226000"
"845381","481089","268295","1987-08-09","68133000"
"683092","202046","737167","1996-07-23","833381000"
"232537","923272","512928","2018-08-27","326532000"
"458839","268992","244042","1979-09-28","939581000"
"273708","152522","280347","2014-10-21","407046000"
"404218","588303","650171","1971-09-22","875791000"
"413242","588734","224486","2000-12-05","718681000"
"833625","784773","566196","2005-10-10","889078000"
"805863","499355","703912","2003-06-07","559694000"
"511251","651320","938188","2019-06-26","37189000"
"959652","753546","869232","1992-09-12","242529000"
"952586","742805","410599","2010-01-19","422224000"
"804896","583090","809491","2008-02-26","970547000"
"885178","112159","213359","2018-07-15","22247000"
"613190","211608","499109","1970-10-03","652760000"
"389554","852802","240002","1970-07-05","635715000"
"747349","796126","777612","1991-09-11","178249000"
"436229","922270","468065","1992-03-11","748934000"
"418192","468458","677837","1975-09-24","493680000"
"670606","902085","367337","2015-01-09","318888000"
"343064","659342","206010","1976-10-31","343828000"
"827919","850718","827397","2013-06-30","528937000"
"953035","751178","101771","2015-08-06","196686000"
"509782","791281","719499","1974-05-12","57944000"
"424161","736669","608291","1982-05-18","82822000"
"745864","388259","543431","2014-04-18","942038000"
"757606","892530","600547","1971-11-20","376903000"
"169773","389999","634595","1986-09-30","468422000"
"400346","544614","736242","1997-03-27","309344000"
"864671","692308","849607","1998-10-30","586974000"
"670406","915620","457286","1994-02-17","137405000"
"945847","311385","395506","1993-06-03","564852000"
"827244","544780","500471","1981-03-07","602204000"
"545859","662456","726346","1989-09-02","786092000"
"344372","706735","611619","2013-08-03","279496000"
"814169","708490","555169","2014-09-09","277393000"
"879002","798830","345895","1980-06-28","145378000"
"271398","385529","822501","1986-10-09","504407000"
"396702","198714","124159","2016-06-10","57488000"
"963943","742368","895646","1976-02-26","924685000"
"152957","448492","569807","2010-02-14","640127000"
"746832","676853","695750","1997-10-19","770028000"
"942037","375681","717748","1980-06-14","507289000"
"248990","385651","153104","1973-01-15","630278000"
"324406","199941","156226","2017-05-20","690153000"
"615613","379862","408455","2010-08-19","987250000"
"566636","163023","694680","1970-01-09","262730000"
"924636","408723","664231","2004-07-29","943633000"
"558251","638970","119471","1994-06-02","170428000"
"297986","139755","588109","1974-04-14","150908000"
"512459","189197","155653","2002-06-14","203978000"
"883673","563805","673535","1977-08-31","886535000"
"930891","204619","780743","1987-10-25","349998000"
"989253","252258","473656","2004-06-23","127611000"
"650291","479771","428711","1978-11-21","714265000"
"870450","204857","300041","1993-01-22","108065000"
"548984","326695","889258","1980-09-08","682284000"
"953035","716464","397646","1999-05-15","786182000"
"517343","511926","740103","1972-08-20","907543000"
"945847","688778","220764","1970-02-19","348010000"
"365027","725531","642973","2001-03-04","899406000"
"718684","942508","681572","2009-04-07","932930000"
"130841","597894","421005","1994-03-12","852600000"
"311474","538087","756299","1983-11-13","547043000"
"514415","118161","798657","2000-05-29","779278000"
"481954","820232","525819","1982-05-22","60152000"
"144004","843337","752259","2004-09-21","133714000"
"522003","614366","170934","1982-09-13","588599000"
"531620","820814","983219","2016-11-28","685303000"
"446397","965968","548832","1978-07-05","690566000"
"567977","911259","984834","1996-06-11","56554000"
"268360","145801","746835","1982-10-04","154458000"
"695398","598122","612276","2015-01-06","397852000"
"101312","147124","310575","2003-12-06","1137000"
"551826","263138","115583","2010-11-28","952914000"
"407240","279871","228498","2013-05-16","644884000"
"794832","686778","481663","2003-11-24","544787000"
"421389","288524","425696","2018-05-07","61893000"
"536710","267606","658080","2002-08-06","402425000"
"516935","150473","882584","1978-11-07","126197000"
"755717","150034","440079","1979-05-19","492159000"
"791613","492761","854193","1994-06-08","647629000"
"630027","218991","285927","2012-12-07","235455000"
"171970","921919","613732","2013-08-06","388771000"
"955284","103145","857606","1995-05-05","250220000"
"532231","178438","434491","1972-06-04","116863000"
"988450","589801","430736","1997-01-27","338285000"
"999621","793930","823965","1985-04-26","756248000"
"302186","730499","114378","2013-12-02","932705000"
"884796","873782","381498","1991-10-09","96440000"
"968089","384204","899491","1991-12-30","855404000"
"811163","864606","255294","1982-11-11","150133000"
"308450","738552","120872","2007-12-05","516144000"
"303353","190488","500360","1973-12-22","365315000"
"616218","723203","844977","2017-02-26","352038000"
"962225","509240","155394","2010-03-31","748975000"
"873837","276344","179435","1997-04-17","311256000"
"914780","280503","954941","1973-08-28","305399000"
"634473","813882","492546","2017-10-15","41234000"
"131038","544654","317458","2002-04-01","842864000"
"256847","940600","742326","2003-07-25","835035000"
"951864","922140","702401","2000-09-06","692834000"
"875381","932484","868218","1989-10-13","384646000"
"106027","682322","542858","1984-02-22","848614000"
"912610","173905","684108","2016-03-19","572240000"
"163464","874113","924128","1992-09-11","503678000"
"700698","232114","980937","1973-06-04","607918000"
"145750","281215","860590","1973-10-16","614790000"
"185115","314028","879065","1970-02-17","388475000"
"323298","161041","216652","1988-03-27","426374000"
"643801","618522","511065","1976-10-20","685166000"
"149443","289700","605694","1992-03-10","444087000"
"907900","196712","516121","2013-01-07","38372000"
"527841","827062","946185","1970-07-11","428399000"
"975625","405960","888348","1972-11-10","25865000"
"332002","655855","973587","1992-12-31","21263000"
"901221","364141","665524","1971-03-06","801982000"
"243244","504823","856782","2017-06-14","254371000"
"707681","123393","282492","2012-05-18","970601000"
"111075","181759","626260","1983-02-07","590075000"
"749528","612110","680883","1987-03-06","345532000"
"362324","210037","559317","1971-11-17","214469000"
"992385","383101","259388","1987-02-12","616074000"
"739434","556014","896671","1979-01-02","288633000"
"306378","837790","659196","1987-01-17","183335000"
"582544","582149","266721","2007-02-17","91379000"
"705120","800986","556891","2017-03-12","15882000"
"215583","408634","750375","2008-02-01","921366000"
"863085","932484","666777","2001-08-12","931531000"
"900250","268111","168804","2016-07-15","367041000"
"556014","405236","372148","1979-01-25","226674000"
"385115","245618","638561","2015-11-25","738242000"
"417895","128451","767718","1985-12-09","651116000"
"960922","296015","602340","2005-12-08","615200000"
"995680","985775","756909","2019-12-18","983279000"
"804985","920700","734524","1984-01-14","180283000"
"469488","843949","960807","1988-03-26","512817000"
"705351","388449","446283","2012-04-20","415979000"
"568689","871796","965611","1970-09-15","569257000"
"433555","186848","869528","2017-10-02","298053000"
"198714","810949","176251","1997-02-01","257825000"
"244339","359866","767973","2009-12-30","845833000"
"837626","131054","101723","2001-05-23","896754000"
"260823","873333","689428","2000-07-01","305263000"
"232613","283620","435774","1996-12-29","272868000"
"804292","989278","833795","2017-10-11","199411000"
"952241","108162","668657","2011-10-30","585939000"
"655873","265186","333493","1979-03-13","405441000"
"165303","583090","782808","1976-12-16","768327000"
"353892","949540","255588","1998-09-24","278396000"
"429986","402653","372776","2018-08-03","367118000"
"363524","879640","982299","1974-11-18","273773000"
"332955","492056","506631","1993-11-19","54061000"
"764979","826007","487704","1980-01-11","32148000"
"337390","904868","115906","2017-08-17","285212000"
"585281","941276","653130","1997-05-13","965046000"
"407680","442503","921285","2019-08-30","376915000"
"226183","390848","724094","2005-11-05","788043000"
"916606","192376","764751","1989-03-16","904679000"
"891706","577073","469547","1997-03-03","20720000"
"539407","476761","950590","2000-05-21","184136000"
"167536","831614","603648","1970-02-23","820827000"
"345084","511074","997245","2014-10-12","396444000"
"822346","940875","881236","1972-02-08","929235000"
"231876","528001","581221","1976-03-31","443734000"
"765015","881745","974854","1986-05-26","298882000"
"978496","501027","820634","1996-04-03","674565000"
"877165","847424","464527","2008-06-01","86437000"
"710579","363882","800140","2016-05-16","678621000"
"584104","364849","829979","1982-04-10","694973000"
"923517","441882","539600","2001-05-09","937996000"
"346732","182239","317826","1998-01-09","915525000"
"822546","323175","561113","1991-03-18","957578000"
"739954","727033","348414","1980-02-22","727957000"
"683092","783049","769186","1985-07-17","515482000"
"563556","399309","862886","1994-07-22","622398000"
"381662","904737","132036","1996-07-26","205317000"
"151171","462716","601716","1986-06-20","604122000"
"396484","911298","684306","2018-11-19","417339000"
"868970","622248","423797","2001-04-13","378909000"
"452078","225845","931296","1994-09-10","259717000"
"136718","440374","787139","2008-09-02","219220000"
"902872","212282","329585","1995-05-13","857567000"
"774286","744157","657023","1996-06-19","201059000"
"360468","819053","517129","2010-10-27","504857000"
"861226","435515","660059","2017-10-05","237577000"
"779729","268319","485385","2000-03-26","142058000"
"955284","964426","439832","2000-07-06","587125000"
"511546","534094","680829","2010-07-03","842777000"
"850367","750371","974774","1973-05-29","903955000"
"721662","789133","498392","2010-09-08","451263000"
"823459","334783","775758","2003-12-05","738802000"
"769458","586359","199674","1980-04-30","27265000"
"520183","404930","391477","1975-01-28","900234000"
"267606","385749","554269","1987-03-11","959321000"
"199683","254826","263573","1992-06-24","648588000"
"257364","384204","316056","2011-07-09","290607000"
"480426","837790","802043","1984-02-06","783534000"
"171455","655913","497946","1981-12-03","145959000"
"488865","732729","508376","2001-09-05","489356000"
"428545","296886","445894","2012-07-12","267701000"
"876981","333917","676695","1984-09-19","726015000"
"581464","295876","382543","1987-06-25","459915000"
"258759","755636","263039","1983-09-25","917188000"
"649923","146623","758120","1973-09-11","232847000"
"394361","109404","886313","1970-04-05","90872000"
"641470","451816","467807","2006-11-01","630569000"
"272415","711503","907208","2018-06-07","754930000"
"434421","343516","677619","2006-03-17","652093000"
"476950","853041","219186","1977-08-07","583997000"
"806593","662905","880962","1980-01-16","402418000"
"528552","224818","474770","1985-07-01","140028000"
"964358","396783","714157","2011-01-09","12170000"
"925241","784411","627887","1991-04-26","802463000"
"232123","834163","975673","1978-01-22","930356000"
"126266","841764","803150","2018-07-27","471084000"
"572598","448608","266973","2007-07-16","656851000"
"462967","245533","818562","1975-12-12","453369000"
"435964","521491","935508","1979-12-30","6017000"
"635126","472377","782687","2017-01-05","425864000"
"868912","334386","472856","1972-11-23","43830000"
"566074","674679","241563","1999-11-09","141341000"
"582694","173847","305848","2001-03-02","988254000"
"558811","379184","602932","2009-08-08","652003000"
"108849","288524","779936","1981-07-03","446276000"
"886003","290286","587891","2011-11-05","374885000"
"683556","566074","158333","1975-04-08","2426000"
"767553","125222","556095","2011-03-29","791443000"
"747079","724125","201019","2018-03-06","346096000"
"973547","351963","850748","1980-05-11","965225000"
"106087","631520","925038","2002-01-07","89673000"
"363524","241241","670097","2018-04-28","891734000"
"873665","705890","635417","1976-10-03","884163000"
"595913","600990","816412","1974-07-20","142169000"
"847684","578389","647423","2016-07-08","359089000"
"851832","790624","989774","2015-01-22","919529000"
"646268","531745","848810","2008-08-19","678655000"
"604542","578379","651253","1985-11-15","987428000"
"787835","461412","266525","1975-04-17","41393000"
"503975","426168","612629","1995-12-30","794782000"
"242220","776682","299963","1997-02-03","242430000"
"342380","504623","890743","1999-01-09","978247000"
"956925","808067","450409","1988-12-14","197248000"
"380560","316453","807691","1973-05-28","156641000"
"136473","964435","319550","1973-10-31","215072000"
"361459","931196","872609","1976-05-02","817515000"
"794904","124801","144654","2013-02-25","984045000"
"886838","564479","925156","2007-10-02","616176000"
"413349","638282","703487","2002-10-10","312540000"
"874515","417117","225121","1973-07-23","875588000"
"859639","991123","798146","1997-04-29","972448000"
"105652","363229","762618","1989-01-25","95532000"
"654095","173132","364550","2017-01-15","19251000"
"996051","238414","535433","1983-10-16","684505000"
"773338","844033","510608","1989-09-20","770070000"
"809532","194157","500926","2019-11-27","23102000"
"928787","656853","686338","1976-04-29","982881000"
"942464","883818","126110","1980-05-02","13340000"
"350762","227171","269204","2004-10-13","91504000"
"235145","472347","528117","1992-08-20","481475000"
"494369","744977","271001","1972-02-16","292805000"
"214317","113645","150993","2014-04-18","595576000"
"212757","818386","367118","2006-02-15","106886000"
"662882","796126","466464","2007-11-28","557196000"
"689058","201530","180806","2009-03-14","529156000"
"984455","543959","750368","1992-05-17","635672000"
"151600","130982","126694","1999-03-31","537701000"
"206839","210181","539103","1981-06-09","466139000"
"355097","820814","104752","2007-06-13","174072000"
"415657","777701","979421","2008-05-30","907168000"
"405212","709063","927523","1975-08-11","947064000"
"594765","480653","849345","1970-05-10","961173000"
"742865","621978","177222","1995-06-26","219860000"
"285677","742253","360491","1999-02-20","51991000"
"962713","290026","303061","1988-05-06","763720000"
"707286","562864","472586","1993-03-28","860272000"
"852752","528454","425255","1985-07-15","469218000"
"989232","554951","379364","1998-05-06","568172000"
"171970","709448","805348","2014-10-02","56800000"
"566246","189315","660654","1973-01-31","517428000"
"574796","111672","293686","1992-03-02","425321000"
"995212","382133","912299","1996-02-11","75706000"
"470513","562246","106249","1984-08-20","172201000"
"240527","858574","213652","2014-01-11","349883000"
"894312","622248","313900","1978-02-02","345458000"
"364506","251732","251871","1995-11-29","279896000"
"355275","556289","864748","1999-03-04","777977000"
"508567","213652","929173","1986-10-15","429072000"
"205785","158420","993043","2011-08-07","34861000"
"192218","925787","419463","2005-09-07","325387000"
